0,0.0300399,6.17456e-06,0.99997,161950,10054162
1,0.0300325,6.20952e-06,0.999614,160981,8672828
2,0.0300365,6.22518e-06,0.999384,160539,10842893
3,0.0300301,6.23197e-06,0.999851,160439,11664551
4,0.0300645,6.25851e-06,0.999959,159776,13420375
5,0.0300647,6.26238e-06,1.00012,159702,13237506
6,0.030039,6.2513e-06,0.999914,159953,11373979
7,0.0300287,6.24783e-06,1.00017,160083,15103667
8,0.0300055,6.23512e-06,0.999727,160338,16576828
9,0.0299957,6.23136e-06,1.00048,160556,14983838
10,0.0299644,6.21168e-06,0.999999,160987,26884185
11,0.0299658,6.21409e-06,1.00004,160931,24017927
12,0.0299559,6.20886e-06,0.999949,161052,18905275
13,0.0299145,6.18348e-06,1.00025,161761,41131874
14,0.0299086,6.18327e-06,0.999773,161690,41536335
15,0.0298824,6.16599e-06,1.00071,162295,49025974
