0,0.0370998,6.17456e-06,0.99997,161950,7502287
1,0.0458399,1.1715e-05,0.999773,85341,3960928
2,0.0567564,2.22754e-05,0.999789,44883,3048675
3,0.0701722,4.21185e-05,0.997324,23679,1724713
4,0.0868734,7.99616e-05,0.996401,12461,922263
5,0.107166,0.000150149,1.00224,6675,484314
6,0.132961,0.000286487,0.994395,3471,331383
7,0.162347,0.00052311,0.98554,1884,307002
8,0.203759,0.00103109,0.998099,968,176372
9,0.256136,0.00204948,0.975553,476,138289
10,0.315266,0.00386208,0.96552,250,113830
11,0.383249,0.00685192,0.911305,133,102254
12,0.450421,0.0111422,0.880233,79,89976
13,0.572224,0.0226385,0.950818,42,80130
14,0.56963,0.0222969,0.981064,44,82251
15,0.614267,0.0280126,1.14852,41,71721
16,0.637767,0.0317804,1.303,41,73998
17,0.664817,0.0361011,1.04693,29,69881
18,0.733719,0.0479468,1.34251,28,69959
19,0.75125,0.0514841,1.23562,24,70526
20,0.786805,0.0586857,1.34977,23,74969
21,0.74292,0.0508718,1.06831,21,73343
22,0.840863,0.0719638,1.36731,19,77727
23,0.890357,0.0851814,1.3629,16,76160
24,0.839254,0.071847,0.934011,13,81343
25,0.795381,0.0609767,1.09758,18,74902
26,0.802346,0.0639285,1.08678,17,107317
27,0.903443,0.0895155,0.984671,11,105627
28,0.948773,0.101639,1.32131,13,108024
29,0.809722,0.0639417,1.08701,17,110896
30,0.763325,0.0534534,1.22943,23,110226
31,0.795299,0.0617627,1.04997,17,111904
32,0.879036,0.0817395,1.06261,13,115053
33,0.804299,0.0621779,0.994846,16,116825
34,0.809704,0.0647034,1.22936,19,117693
35,0.779604,0.0590878,1.24084,21,119626
36,0.83184,0.0692496,0.900245,13,121419
37,0.797829,0.0615591,0.984945,16,126531
38,0.785476,0.0580714,1.10336,19,127464
39,0.838871,0.0709936,0.993911,14,127589
40,0.79366,0.060102,1.14194,19,120722
41,0.785452,0.0608332,0.973332,16,107677
42,0.808856,0.0632776,0.885886,14,105503
43,0.817155,0.0657756,1.11819,17,100504
44,0.871226,0.0792596,1.10963,14,138608
45,0.911703,0.0923888,1.38583,15,125738
46,0.830648,0.0689731,1.10357,16,136299
47,0.790693,0.0594134,0.891201,15,137725
48,0.822778,0.067001,1.47402,22,142391
49,0.82452,0.0692604,1.38521,20,146947
50,0.8094,0.0645155,0.967733,15,148401
51,0.788616,0.0594694,1.24886,21,154448
52,0.806781,0.0638105,1.02097,16,151472
53,0.848148,0.0730179,1.02225,14,152882
54,0.891728,0.0871732,1.3076,15,155647
55,0.856361,0.0758385,1.28925,17,157499
56,0.836426,0.0695365,0.903974,13,160103
57,0.840089,0.0703286,1.19559,17,165461
58,0.798157,0.0603679,0.965887,16,165914
59,0.77641,0.056837,1.02307,18,166660
60,0.830329,0.0692269,0.969177,14,169020
61,0.827443,0.0686984,1.23657,18,171301
62,0.880673,0.0820558,1.31289,16,144325
63,0.879665,0.0830593,0.996712,12,165620
64,0.825348,0.0685354,1.37071,20,133493
65,0.816195,0.0656747,1.37917,21,136269
66,0.863074,0.0775782,1.24125,16,135418
67,0.849403,0.0769355,0.923226,12,144939
68,0.872213,0.0810119,0.972143,12,147539
69,0.839977,0.0727118,1.2361,17,145120
70,0.800558,0.0612123,1.04061,17,190086
71,0.817586,0.0658975,0.988463,15,146182
72,0.797004,0.0623654,1.12258,18,153373
73,0.795438,0.0616614,1.23323,20,152174
74,0.931388,0.0999655,0.999655,10,159251
75,0.811858,0.065,1.105,17,165522
76,0.803184,0.0619366,1.17679,19,167530
77,0.799977,0.062631,1.18999,19,157322
78,0.847593,0.0733353,1.17336,16,159889
79,0.91801,0.0926215,1.20408,13,216957
80,0.84321,0.0732769,1.17243,16,222071
81,0.855372,0.0769565,1.07739,14,222134
82,0.780579,0.057578,1.32429,23,230249
83,0.819553,0.0672995,1.27869,19,233334
84,0.807471,0.0648832,1.03813,16,233413
85,0.822643,0.067944,0.815328,12,211201
86,0.875792,0.0830225,0.99627,12,176644
87,0.835936,0.0704028,1.19685,17,175437
88,0.890333,0.086754,1.30131,15,236732
89,0.800752,0.061499,1.04548,17,242567
90,0.84135,0.0720188,1.22432,17,245933
91,0.829746,0.069422,1.04133,15,247199
92,0.857274,0.0753831,1.20613,16,253591
93,0.828561,0.0698508,1.32717,19,253227
94,0.845482,0.073014,1.38727,19,260126
95,0.785344,0.0584407,1.16881,20,263863
96,0.825628,0.0679426,0.815311,12,269201
97,0.824932,0.0680059,1.22411,18,284739
98,0.846632,0.0732742,1.24566,17,211055
99,0.852025,0.0745366,1.04351,14,210909
