0,0.0294461,6.17456e-06,0.99997,161950,8108578
1,0.0288981,5.87471e-06,1.0003,170272,8388906
2,0.0283837,5.57937e-06,0.999828,179201,11596525
3,0.0277939,5.24844e-06,0.999897,190513,12698890
4,0.0272052,4.92571e-06,1.00037,203092,10751019
5,0.0266302,4.62313e-06,1.00006,216316,17898482
6,0.0261027,4.35619e-06,0.999824,229518,14930810
7,0.0255636,4.09237e-06,1.00006,244372,22029264
8,0.0250448,3.85051e-06,0.999631,259610,38890232
9,0.0245415,3.62365e-06,0.999914,275941,36937679
10,0.0240328,3.40322e-06,1.00015,293882,38302341
