0,0.0300625,6.17456e-06,0.99997,161950,254651550
1,0.0301631,6.27554e-06,0.999769,159312,8761155
2,0.0301552,6.28648e-06,0.999644,159015,10584156
3,0.030208,6.32966e-06,1.0001,158002,9910943
4,0.030228,6.3488e-06,1.00004,157517,11647426
5,0.0302562,6.37048e-06,1.00006,156984,12419699
6,0.0303021,6.40072e-06,0.999601,156170,13334560
7,0.0302901,6.39338e-06,1.00035,156467,21318989
8,0.0303588,6.43646e-06,0.999988,155363,32696306
9,0.0303524,6.43558e-06,1.00042,155452,25159049
10,0.0303756,6.44697e-06,1.00027,155154,36184723
