0,0.0300851,6.17456e-06,0.99997,161950,231175539
1,0.0301349,6.24676e-06,1.00024,160121,9600284
2,0.0301898,6.29565e-06,1.00007,158851,11048347
3,0.030251,6.34015e-06,1.0002,157756,10170683
4,0.0302958,6.37398e-06,0.999587,156823,11271062
5,0.0303199,6.39233e-06,1.0003,156484,10180450
6,0.0303427,6.41092e-06,0.999225,155863,11566262
7,0.0303371,6.40866e-06,1.00019,156068,10633890
8,0.0304249,6.46922e-06,1.00006,154587,17225803
9,0.0304259,6.47181e-06,1.0002,154547,19282403
10,0.0304498,6.48856e-06,1.00013,154137,19055701
11,0.0304842,6.51105e-06,0.999589,153522,22577815
12,0.0305209,6.53585e-06,0.999808,152973,32297040
13,0.0305612,6.56096e-06,0.999864,152396,60266759
