0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,nan,0.0120881,0.0120881,0.02,0.02,nan,0,0
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
0,0.01597,0.0103595,0.0242521,0.02,0.02,1.06665e-06,0.0100094,9384
1,0.011202,0.00678157,0.0175542,0.02,0.02,3.68915e-07,0.0100094,27132
2,0.00887089,0.00513134,0.0134862,0.02,0.02,1.83252e-07,0.0100094,54621
3,0.00756887,0.00433068,0.0121365,0.02,0.02,1.13776e-07,0.0100094,87975
4,0.00684315,0.00384482,0.0106594,0.02,0.02,8.40167e-08,0.0100094,119136
5,0.00640165,0.00363812,0.0103701,0.02,0.02,6.88159e-08,0.0100094,145452
6,0.00611907,0.00345372,0.00942736,0.02,0.02,6.0056e-08,0.0100094,166668
7,0.0059232,0.003324,0.00912898,0.02,0.02,5.45023e-08,0.0100094,183651
8,0.00579647,0.00322677,0.00891013,0.02,0.02,5.10702e-08,0.0100094,195993
9,0.00573004,0.00319975,0.0087245,0.02,0.02,4.93123e-08,0.0100094,202980
10,0.00568774,0.00320618,0.00874221,0.02,0.02,4.82574e-08,0.0100094,207417
11,0.00565662,0.00318122,0.00896727,0.02,0.02,4.74524e-08,0.0100094,210936
