0,0.0202361,0.0123642,0.0266681,0.02,0.02,1.82793e-06,2.74382,1.50105e+06
1,0.0203018,0.0116612,0.0289349,0.02,0.02,1.85263e-06,2.7439,1.48108e+06
2,0.0203522,0.0116782,0.0298669,0.02,0.02,1.86894e-06,2.74385,1.46813e+06
3,0.0203988,0.0107519,0.0296195,0.02,0.02,1.88295e-06,2.74439,1.4575e+06
4,0.0204423,0.0113744,0.0299466,0.02,0.02,1.89577e-06,2.74395,1.44741e+06
5,0.020481,0.0118342,0.030509,0.02,0.02,1.907e-06,2.74393,1.43887e+06
6,0.0205195,0.0116253,0.031384,0.02,0.02,1.91809e-06,2.74442,1.43081e+06
7,0.0205553,0.0113253,0.0306414,0.02,0.02,1.92857e-06,2.74383,1.42272e+06
8,0.0205859,0.0116975,0.0303866,0.02,0.02,1.93781e-06,2.74387,1.41597e+06
9,0.0206125,0.0113298,0.0308354,0.02,0.02,1.94573e-06,2.74375,1.41014e+06
10,0.0206387,0.0117718,0.0308703,0.02,0.02,1.9533e-06,2.74412,1.40486e+06
11,0.020669,0.0114358,0.0310201,0.02,0.02,1.96193e-06,2.74426,1.39876e+06
12,0.0206964,0.0113257,0.0313309,0.02,0.02,1.97005e-06,2.74384,1.39277e+06
13,0.0207143,0.0112568,0.0317469,0.02,0.02,1.9754e-06,2.74378,1.38898e+06
14,0.0207326,0.0113274,0.031218,0.02,0.02,1.98091e-06,2.74376,1.3851e+06
15,0.0207434,0.0117127,0.0307557,0.02,0.02,1.98416e-06,2.74389,1.3829e+06
