0,0.0245956,0.014135,0.0350934,0.02,0.02,3.31001e-06,2.74425,829078
1,0.0246686,0.0137473,0.0370686,0.02,0.02,3.35123e-06,2.74446,818939
2,0.0247083,0.0133415,0.0376418,0.02,0.02,3.37062e-06,2.7445,814242
3,0.0247554,0.0137488,0.0387944,0.02,0.02,3.39196e-06,2.74406,808990
4,0.0247916,0.0132986,0.0387458,0.02,0.02,3.40782e-06,2.74395,805191
5,0.0248129,0.0121582,0.0384917,0.02,0.02,3.41632e-06,2.74452,803354
6,0.0248415,0.0134398,0.0395803,0.02,0.02,3.4284e-06,2.74372,800291
7,0.0248601,0.0131819,0.0383142,0.02,0.02,3.43616e-06,2.74384,798520
8,0.0248751,0.0135207,0.0394449,0.02,0.02,3.4429e-06,2.74433,797097
9,0.0248893,0.0129523,0.0380713,0.02,0.02,3.4491e-06,2.74406,795587
10,0.0249004,0.0133319,0.0389635,0.02,0.02,3.4538e-06,2.74376,794420
11,0.0249184,0.012902,0.0392556,0.02,0.02,3.46102e-06,2.7442,792888
12,0.0249238,0.0138208,0.0391203,0.02,0.02,3.46351e-06,2.74362,792149
13,0.0249328,0.0124428,0.0385283,0.02,0.02,3.46686e-06,2.74369,791406
14,0.0249411,0.0127995,0.0389347,0.02,0.02,3.47042e-06,2.74427,790760
15,0.0249348,0.0133505,0.0393357,0.02,0.02,3.46745e-06,2.74422,791422
16,0.0249275,0.0135988,0.0385156,0.02,0.02,3.46416e-06,2.74378,792048
17,0.0249124,0.0131382,0.0383234,0.02,0.02,3.4574e-06,2.74362,793551
18,0.0248879,0.0133733,0.038783,0.02,0.02,3.44717e-06,2.744,796016
19,0.0248652,0.0136736,0.0385451,0.02,0.02,3.43775e-06,2.74389,798163
20,0.0248472,0.0138581,0.0385114,0.02,0.02,3.43066e-06,2.74405,799862
21,0.0248044,0.0135965,0.0390428,0.02,0.02,3.41322e-06,2.74332,803732
22,0.0247644,0.0132254,0.0383781,0.02,0.02,3.39685e-06,2.74411,807841
23,0.024727,0.0131367,0.0388011,0.02,0.02,3.38252e-06,2.74357,811102
24,0.0246913,0.0130439,0.0397947,0.02,0.02,3.36796e-06,2.74422,814804
