0,0.0300385,0.0181653,0.0395443,6.17348e-06,2.74341,444387
1,0.0298296,0.0177463,0.0418776,6.06862e-06,2.74435,452220
2,0.029591,0.0176498,0.0448607,5.93133e-06,2.74433,462683
3,0.0293525,0.0172478,0.0431943,5.79276e-06,2.74393,473683
4,0.0290825,0.0152517,0.0424365,5.63741e-06,2.7442,486784
5,0.0288115,0.0161634,0.0425336,5.48269e-06,2.74407,500496
6,0.0285503,0.0161396,0.0430574,5.33583e-06,2.74375,514213
7,0.0282751,0.0161609,0.0425083,5.18421e-06,2.74398,529296
8,0.0280065,0.0159547,0.0412179,5.03918e-06,2.74402,544537
9,0.0277361,0.0156341,0.0409867,4.89655e-06,2.74408,560411
10,0.0274621,0.0155675,0.0408196,4.75388e-06,2.74359,577127
11,0.027174,0.014611,0.0415186,4.60661e-06,2.74359,595577
12,0.0268994,0.0150026,0.0407232,4.46782e-06,2.74418,614211
