0,0.0699367,7.7892e-05,2.74211,35204
1,1.71523,1.12079,4.48315,4
2,1.71523,1.12079,4.48315,4
3,1.71523,1.12079,4.48315,4
4,1.71523,1.12079,4.48315,4
5,1.71523,1.12079,4.48315,4
6,1.71523,1.12079,4.48315,4
7,1.71523,1.12079,4.48315,4
8,1.71523,1.12079,4.48315,4
9,1.71523,1.12079,4.48315,4
10,1.71523,1.12079,4.48315,4
11,1.71523,1.12079,4.48315,4
12,1.71523,1.12079,4.48315,4
13,1.71523,1.12079,4.48315,4
14,1.71523,1.12079,4.48315,4
15,1.71523,1.12079,4.48315,4
16,1.71523,1.12079,4.48315,4
17,1.71523,1.12079,4.48315,4
18,1.71523,1.12079,4.48315,4
19,1.71523,1.12079,4.48315,4
20,1.71523,1.12079,4.48315,4
21,1.71523,1.12079,4.48315,4
22,1.71523,1.12079,4.48315,4
23,1.71523,1.12079,4.48315,4
24,1.71523,1.12079,4.48315,4
25,1.71523,1.12079,4.48315,4
26,1.71523,1.12079,4.48315,4
27,1.71523,1.12079,4.48315,4
28,1.71523,1.12079,4.48315,4
29,1.71523,1.12079,4.48315,4
30,1.71523,1.12079,4.48315,4
31,1.71523,1.12079,4.48315,4
32,1.71523,1.12079,4.48315,4
33,1.71523,1.12079,4.48315,4
34,1.71523,1.12079,4.48315,4
35,1.71523,1.12079,4.48315,4
36,1.71523,1.12079,4.48315,4
37,1.71523,1.12079,4.48315,4
38,1.71523,1.12079,4.48315,4
39,1.71523,1.12079,4.48315,4
40,1.71523,1.12079,4.48315,4
41,1.71523,1.12079,4.48315,4
42,1.71523,1.12079,4.48315,4
43,1.71523,1.12079,4.48315,4
44,1.71523,1.12079,4.48315,4
45,1.71523,1.12079,4.48315,4
46,1.71523,1.12079,4.48315,4
47,1.71523,1.12079,4.48315,4
48,1.71523,1.12079,4.48315,4
49,1.71523,1.12079,4.48315,4
50,1.71523,1.12079,4.48315,4
51,1.71523,1.12079,4.48315,4
52,1.71523,1.12079,4.48315,4
53,1.71523,1.12079,4.48315,4
54,1.71523,1.12079,4.48315,4
55,1.71523,1.12079,4.48315,4
56,1.71523,1.12079,4.48315,4
57,1.71523,1.12079,4.48315,4
58,1.71523,1.12079,4.48315,4
59,1.71523,1.12079,4.48315,4
60,1.71523,1.12079,4.48315,4
61,1.71523,1.12079,4.48315,4
62,1.71523,1.12079,4.48315,4
63,1.71523,1.12079,4.48315,4
64,1.71523,1.12079,4.48315,4
65,1.71523,1.12079,4.48315,4
66,1.71523,1.12079,4.48315,4
67,1.71523,1.12079,4.48315,4
68,1.71523,1.12079,4.48315,4
69,1.71523,1.12079,4.48315,4
70,1.71523,1.12079,4.48315,4
71,1.71523,1.12079,4.48315,4
72,1.71523,1.12079,4.48315,4
73,1.71523,1.12079,4.48315,4
74,1.71523,1.12079,4.48315,4
75,1.71523,1.12079,4.48315,4
76,1.71523,1.12079,4.48315,4
77,1.71523,1.12079,4.48315,4
78,1.71523,1.12079,4.48315,4
79,1.71523,1.12079,4.48315,4
80,1.71523,1.12079,4.48315,4
81,1.71523,1.12079,4.48315,4
82,1.71523,1.12079,4.48315,4
83,1.71523,1.12079,4.48315,4
84,1.71523,1.12079,4.48315,4
85,1.71523,1.12079,4.48315,4
86,1.71523,1.12079,4.48315,4
