0,0.0400271,0.0254509,0.0523607,1.46056e-05,2.74566,187987
1,0.0397469,0.0232641,0.0557574,1.43521e-05,2.74578,191316
2,0.0394564,0.0232694,0.0565106,1.40559e-05,2.743,195150
3,0.0390866,0.0230038,0.0578749,1.36785e-05,2.7442,200621
4,0.0387082,0.022189,0.0562073,1.32944e-05,2.7443,206425
5,0.038334,0.0228286,0.0561674,1.29174e-05,2.74452,212467
6,0.0379746,0.022381,0.055808,1.25597e-05,2.74337,218427
7,0.0376151,0.021221,0.0543286,1.22081e-05,2.74436,224798
8,0.0372665,0.0217979,0.0531942,1.18684e-05,2.74423,231221
9,0.0369011,0.0204502,0.0546279,1.15284e-05,2.74223,237868
10,0.0365182,0.0208001,0.054986,1.11806e-05,2.74435,245457
11,0.036104,0.0205065,0.0525166,1.08029e-05,2.7448,254081
12,0.0357365,0.0201787,0.0528551,1.04792e-05,2.74412,261863
13,0.0353548,0.0174595,0.052685,1.01498e-05,2.74474,270422
14,0.0349733,0.0188521,0.0520838,9.82544e-06,2.74442,279318
15,0.0345979,0.019889,0.0518837,9.51501e-06,2.74312,288294
16,0.0342217,0.0166515,0.0510574,9.20935e-06,2.74332,297884
17,0.033823,0.0186385,0.0504766,8.8938e-06,2.74365,308490
18,0.0334269,0.0181459,0.0505998,8.58355e-06,2.74446,319735
19,0.0330303,0.0180514,0.0485897,8.28662e-06,2.74462,331211
20,0.0326506,0.0186993,0.0480654,8.00455e-06,2.74305,342686
21,0.0322458,0.017868,0.0483525,7.71185e-06,2.74362,355767
22,0.0318707,0.017156,0.0499304,7.44549e-06,2.74383,368522
23,0.031529,0.0173012,0.0481341,7.20963e-06,2.7442,380630
24,0.0311389,0.0174068,0.0477959,6.94739e-06,2.74472,395072
25,0.0307603,0.016821,0.0455021,6.69725e-06,2.74468,409822
