0,0.029752,0.0179809,0.0391801,6.17348e-06,2.74341,444387
1,0.0292345,0.0170936,0.041137,5.88111e-06,2.74442,466649
2,0.0287243,0.0163293,0.0413042,5.58501e-06,2.74437,491382
3,0.0281997,0.0165506,0.0412078,5.28895e-06,2.74436,518885
4,0.0276892,0.0155148,0.0401928,5.00961e-06,2.74376,547700
5,0.0271693,0.015396,0.0408749,4.7349e-06,2.74345,579411
6,0.0266607,0.0151468,0.0396213,4.47475e-06,2.7443,613285
7,0.026149,0.0148751,0.0386001,4.22344e-06,2.74411,649733
8,0.0256367,0.0137331,0.0378736,3.98231e-06,2.74394,689032
9,0.0251274,0.0141001,0.0373822,3.75078e-06,2.74426,731651
10,0.0246393,0.0138875,0.0365409,3.53742e-06,2.74384,775662
