0,47
1000,26691
2000,72034
3000,138736
4000,231524
5000,353787
6000,508252
7000,687317
8000,904460
9000,1135599
10000,1419536
11000,1737134
12000,2101285
13000,2503337
14000,2949765
15000,3470244
16000,4088482
17000,4694736
18000,5348476
19000,6069653
20000,6896582
21000,7746607
22000,8631364
23000,9578334
24000,10798260
25000,11903786
26000,13436902
27000,14655178
28000,15961974
29000,17366538
30000,18800218
31000,20299927
32000,21934463
33000,23586092
34000,25381866
35000,27277857
36000,29302275
37000,31352261
38000,33652536
39000,36048470
40000,38581680
41000,41412347
42000,44110938
43000,47308491
44000,50500743
45000,53646416
46000,56871541
47000,60405324
48000,63995124
49000,67673051
50000,71629847
51000,77839082
52000,84150447
53000,89924565
54000,95546914
55000,101990316
56000,108968224
57000,114955844
58000,121132876
59000,127009091
60000,132824758
61000,138845187
62000,145375380
63000,151392891
64000,157394977
65000,162373498
66000,167427269
67000,173708912
68000,180177738
69000,187152894
70000,194298802
71000,201048407
72000,208796908
73000,216047182
74000,224213144
75000,231981878
76000,239834266
77000,248497171
78000,257430872
79000,265074756
80000,272773052
81000,280929637
82000,290116383
83000,299563216
84000,309160312
85000,318592648
0,37
1000,29574
2000,77653
3000,145966
4000,242135
5000,373747
6000,537393
7000,739123
8000,967073
9000,1229994
10000,1535856
11000,1896515
12000,2304677
13000,2779809
14000,3335622
15000,3928445
16000,4575463
17000,5276985
18000,6000146
19000,6883948
20000,7836562
21000,9066641
22000,10302153
23000,11498577
24000,12698530
25000,15256813
26000,17573225
27000,19444886
28000,21027353
29000,23479666
30000,25698791
31000,27918047
32000,30476662
33000,34252894
34000,38277953
35000,43215727
36000,47193334
37000,51294117
38000,55198473
39000,59624239
40000,64627005
41000,68845092
42000,72763407
43000,77222387
44000,81607192
45000,86801652
46000,91856853
47000,97194794
48000,103250740
49000,108655730
50000,115251864
51000,121949364
52000,128229501
53000,134023832
54000,139822631
55000,145740544
56000,153129787
57000,161022056
58000,168083928
59000,174914488
60000,181360895
61000,187730584
62000,194349727
63000,201142562
64000,208062611
65000,216533414
66000,223716444
67000,232036946
68000,240113733
69000,248467168
70000,255945385
71000,263442898
72000,273091549
73000,280251878
74000,287421595
75000,294780953
76000,302283939
77000,309957813
78000,320733942
79000,331074489
80000,341411106
81000,351170767
82000,361557558
83000,372748258
84000,384185168
85000,394320444
86000,404005878
87000,414693317
88000,427600147
89000,437680611
90000,448370945
91000,460917380
0,41
1000,21475
2000,64012
3000,124736
4000,201985
5000,306944
6000,437323
7000,588245
8000,766850
9000,968437
10000,1194333
11000,1447867
12000,1729118
13000,2042933
14000,2380304
15000,2746909
16000,3144065
17000,3579652
18000,4037810
19000,4535936
20000,5082659
21000,5663948
22000,6291948
23000,7107774
24000,7855550
25000,8793209
26000,9650304
27000,10437353
28000,11401885
29000,12354378
30000,13312539
31000,14328186
32000,15390454
33000,16894384
34000,18518585
35000,20223492
36000,21573932
37000,22977755
38000,24424951
39000,26286122
40000,28407383
41000,31687766
42000,35463422
