0,0.0496356,0.0322779,0.0652442,2.71616e-05,0.124998,4602,0,0.0494313,0.0311317,0.067478,2.68241e-05,0.875002,32620
1,0.0484811,0.0268535,0.0682555,2.56419e-05,0.125312,4887,1,0.0481241,0.0243556,0.0710794,2.5205e-05,0.874688,34703
2,0.0470844,0.0208624,0.0686442,2.39024e-05,0.124699,5217,2,0.0468786,0.0194199,0.0695319,2.37647e-05,0.875301,36832
3,0.0460854,0.0175921,0.0688034,2.28097e-05,0.125248,5491,3,0.0443765,0.0147401,0.0689958,2.08851e-05,0.874752,41884
4,0.0449816,0.0152269,0.0687521,2.1709e-05,0.125001,5758,4,0.0420291,0.0119455,0.0722323,1.83874e-05,0.874999,47587
5,0.0438737,0.0137146,0.0679224,2.04489e-05,0.125168,6121,5,0.0404013,0.0102432,0.0705471,1.68085e-05,0.874832,52047
6,0.0424981,0.0129295,0.0679668,1.89451e-05,0.125208,6609,6,0.0385965,0.00858594,0.0693387,1.51249e-05,0.874792,57838
7,0.040988,0.0117936,0.0696563,1.74963e-05,0.124993,7144,7,0.0372032,0.00782963,0.0709126,1.39027e-05,0.875007,62938
8,0.0396066,0.0110691,0.0701626,1.61759e-05,0.125282,7745,8,0.0357322,0.00716132,0.0727336,1.26067e-05,0.874718,69385
9,0.0381009,0.0104846,0.0702723,1.48434e-05,0.12504,8424,9,0.0344608,0.00682796,0.0685981,1.15491e-05,0.87496,75760
10,0.0367834,0.00974739,0.0689205,1.36913e-05,0.124988,9129,10,0.0332161,0.00674186,0.0699067,1.0544e-05,0.875012,82987
11,0.0353934,0.00940738,0.0657224,1.26051e-05,0.124879,9907,11,0.0320572,0.00649631,0.0691032,9.67562e-06,0.875121,90446
12,0.0340903,0.00896968,0.0704358,1.15032e-05,0.12527,10890,12,0.0309358,0.00651087,0.0672476,8.88132e-06,0.87473,98491
13,0.0328466,0.00867809,0.0684595,1.05539e-05,0.125148,11858,13,0.0299212,0.00662902,0.0664906,8.17351e-06,0.874852,107035
14,0.0316129,0.00817632,0.0701822,9.70542e-06,0.125307,12911,14,0.0284248,0.00560071,0.0676104,7.30354e-06,0.874693,119763
15,0.0303979,0.00776788,0.0677454,8.84994e-06,0.124997,14124,15,0.0273757,0.00554343,0.0693564,6.67967e-06,0.875003,130995
16,0.0292152,0.00737199,0.0684542,8.04341e-06,0.12518,15563,16,0.0256249,0.0041404,0.0695646,5.82065e-06,0.87482,150296
17,0.0280613,0.00682705,0.0679363,7.3176e-06,0.124772,17051,17,0.0246083,0.0041995,0.0699457,5.25274e-06,0.875228,166623
18,0.0270712,0.00660747,0.0706198,6.70421e-06,0.125215,18677,18,0.0226789,0.00320899,0.0671505,4.48263e-06,0.874785,195150
19,0.0260448,0.00619743,0.0661892,6.05621e-06,0.124988,20638,19,0.0216104,0.0027769,0.0658952,3.97809e-06,0.875012,219958
20,0.0250508,0.00576973,0.0638437,5.52376e-06,0.124677,22571,20,0.0206903,0.00279709,0.0644939,3.5513e-06,0.875323,246480
21,0.0242115,0.00527943,0.0667735,5.10073e-06,0.125167,24539,21,0.0198306,0.00276176,0.0662347,3.16878e-06,0.874833,276079
22,0.0233411,0.00506292,0.0639454,4.6791e-06,0.12539,26798,22,0.0190642,0.00267746,0.0651699,2.84808e-06,0.87461,307087
23,0.0224892,0.00476541,0.0611813,4.27262e-06,0.125307,29328,23,0.0183406,0.00247925,0.0635048,2.56934e-06,0.874693,340435
24,0.0216747,0.00460035,0.0624129,3.8946e-06,0.125067,32113,24,0.0176943,0.00237613,0.0650319,2.33265e-06,0.874933,375081
25,0.0209395,0.00436607,0.0641434,3.5471e-06,0.124993,35238,25,0.0170387,0.00230314,0.0674055,2.11172e-06,0.875007,414358
26,0.0201356,0.0042257,0.0637064,3.23472e-06,0.125148,38689,26,0.0165098,0.0022656,0.064202,1.93485e-06,0.874852,452155
27,0.0194142,0.00399335,0.0638943,2.95489e-06,0.124829,42245,27,0.0159336,0.00209598,0.0642605,1.75897e-06,0.875171,497546
28,0.0188089,0.0037613,0.0611979,2.69768e-06,0.124813,46267,28,0.0154561,0.00216569,0.0634317,1.62157e-06,0.875187,539717
29,0.0182125,0.00359191,0.0578472,2.47546e-06,0.125122,50545,29,0.0149549,0.00198541,0.0640548,1.48599e-06,0.874878,588752
30,0.0176095,0.00342652,0.0572161,2.26555e-06,0.125058,55200,30,0.0145253,0.0020415,0.0617099,1.37514e-06,0.874942,636257
