0,0.0698682,7.76835e-05
1,0.0698069,7.74797e-05
2,0.069735,7.72406e-05
3,0.0696278,7.68856e-05
4,0.0695661,7.66815e-05
5,0.069506,7.64831e-05
6,0.0695281,7.65562e-05
7,0.0697609,7.73268e-05
8,0.0700766,7.83799e-05
9,0.0700651,7.83415e-05
10,0.0701389,7.85888e-05
11,0.0701036,7.84704e-05
12,0.0701453,7.86103e-05
13,0.0703196,7.9197e-05
14,0.0703995,7.94669e-05
15,0.0705207,7.98777e-05
16,0.0705889,8.01095e-05
17,0.0706273,8.02399e-05
18,0.0704563,7.96593e-05
19,0.0705135,7.98533e-05
20,0.0704308,7.95729e-05
21,0.0704533,7.96492e-05
22,0.0703563,7.93211e-05
23,0.070427,7.95601e-05
24,0.0703197,7.91974e-05
25,0.0703995,7.94669e-05
26,0.0705207,7.98777e-05
27,0.0705889,8.01095e-05
28,0.0706273,8.02399e-05
29,0.0704563,7.96593e-05
30,0.0705135,7.98533e-05
31,0.0704308,7.95729e-05
32,0.0704533,7.96492e-05
33,0.0703563,7.93211e-05
34,0.070427,7.95601e-05
35,0.0703197,7.91974e-05
36,0.0703995,7.94669e-05
37,0.0705207,7.98777e-05
38,0.0705889,8.01095e-05
39,0.0706273,8.02399e-05
40,0.0704563,7.96593e-05
41,0.0705135,7.98533e-05
42,0.0704308,7.95729e-05
43,0.0704533,7.96492e-05
44,0.0703563,7.93211e-05
45,0.070427,7.95601e-05
