1.5825,0.0547537,0.623447
0.568601,0.092967,0.743929
2.03345,0.0671065,0.667246
2.03344,0.0664956,0.665213
1.28167,0.0661788,0.664153
1.28151,0.0661196,0.663955
0.88097,0.0633818,0.65465
1.19646,0.0540949,0.620934
0.344438,0.0669016,0.666565
1.19594,0.0526674,0.615416
1.97509,0.0513589,0.610271
1.83422,0.051947,0.612594
2.39183,0.0675608,0.66875
0.585638,0.0680099,0.67023
1.8251,0.0378635,0.551235
2.40845,0.0727625,0.685511
2.58699,0.0549403,0.624156
0.568576,0.0580734,0.635816
1.97734,0.0489273,0.600472
2.40844,0.0717739,0.682389
1.02356,0.0481991,0.597474
1.16304,0.0481991,0.597474
1.83776,0.0524104,0.614412
1.38414,0.0583544,0.636841
1.1744,0.0392434,0.55786
0.880946,0.0549204,0.62408
0.41224,0.0514741,0.610727
2.58698,0.0514835,0.610765
0.412264,0.0507376,0.607797
1.38007,0.0575226,0.633797
1.01947,0.0471506,0.593104
1.15947,0.0471506,0.593104
1.17033,0.040232,0.562512
1.82736,0.040638,0.564399
0.585113,0.0671571,0.667414
0.577386,0.0533433,0.618041
2.41973,0.0552654,0.625386
2.63346,0.0658665,0.663106
1.09961,0.0595295,0.641093
1.09963,0.0594621,0.64085
1.66321,0.0467406,0.591378
2.42237,0.0560312,0.628264
1.66095,0.0483607,0.598142
0.341867,0.0456281,0.586643
0.576949,0.0535693,0.618914
2.65651,0.0466064,0.590811
2.65514,0.0442878,0.580835
2.57658,0.0503331,0.606175
1.84942,0.0517304,0.61174
0.188101,0.0446118,0.582249
1.85071,0.0523884,0.614326
0.341954,0.0455133,0.58615
0.350118,0.040484,0.563685
2.62597,0.0567528,0.630953
2.81199,0.0443761,0.581221
2.81199,0.0348149,0.536007
0.188101,0.0340393,0.531991
0.188101,0.0335396,0.529373
2.81199,0.0335429,0.529389
0.188101,0.0322864,0.522687
2.81199,0.0320798,0.521568
2.81199,0.0319221,0.520711
0.350118,0.0504807,0.606768
0.188101,0.031192,0.516706
2.81199,0.0333726,0.528491
2.81199,0.0306338,0.513602
0.188101,0.0303788,0.512171
0.188101,0.0333759,0.528508
