0,0.029881,301392704
1,0.0297159,227142193
2,0.0295586,255883995
3,0.0294635,285310624
4,0.0293143,342939438
5,0.0292154,263138440
6,0.0290939,329730949
7,0.0289449,281101850
8,0.028841,290932752
9,0.028723,307654013
10,0.0285925,265872482
11,0.0284561,297078373
12,0.0283303,278700468
13,0.0282101,296071548
14,0.0281014,330041911
15,0.0279844,259027918
16,0.0278659,325086982
17,0.0277402,307158790
18,0.0276359,300022210
19,0.0275093,282701581
20,0.0273867,350811419
21,0.0272551,382211192
22,0.027114,300798162
23,0.026997,415860173
24,0.0268922,327282934
25,0.02676,349436048
26,0.0266652,355911555
27,0.026558,7746476125
28,0.0264645,390530722
29,0.0263346,405283392
30,0.0262163,330331164
31,0.0260943,405036337
32,0.0259607,359933470
33,0.0258572,355469764
34,0.0257599,387098834
35,0.025636,404023949
36,0.0255348,389961956
37,0.0254224,370440646
38,0.0253005,458105596
39,0.0251981,567130139
40,0.0250766,500148157
41,0.0249696,454898723
42,0.0248686,532015168
43,0.0247657,391368283
44,0.0246635,425644938
45,0.0245745,451208785
46,0.024461,10349630671
47,0.0243646,696414806
48,0.0242812,36636646593
49,0.0241828,922093807
50,0.0240816,529920117
51,0.0239792,651405935
52,0.0238621,634747162
53,0.02378,486489299
54,0.0236545,504305516
55,0.0235554,630159963
56,0.0234659,479861232
57,0.0233699,501216012
58,0.0232645,2683813272
59,0.0231743,2392947127
60,0.0230777,1663563013
61,0.0229706,561816919
