1,nan,nan,0,0
0.99,nan,nan,0,0
0.98,nan,nan,0,0
0.97,0.130926,0.0102531,6,0.785554
0.96,0.131954,0.00527102,4,0.527817
0.95,nan,nan,0,0
0.94,nan,nan,0,0
0.93,0.124017,0.0116014,3,0.37205
0.92,nan,nan,0,0
0.91,nan,nan,0,0
0.9,nan,nan,0,0
0.89,nan,nan,0,0
0.88,nan,nan,0,0
0.87,nan,nan,0,0
0.86,nan,nan,0,0
0.85,nan,nan,0,0
0.84,nan,nan,0,0
0.83,nan,nan,0,0
0.82,0.124945,0.0143378,7,0.874613
0.81,0.115012,0.0260874,8,0.920095
0.8,0.11555,0.0135681,4,0.462201
0.79,0.107851,0.0184319,3,0.323554
0.78,0.103877,0.0188528,9,0.934889
0.77,nan,nan,0,0
0.76,0.0648717,0.0174064,20,1.29743
0.75,0.0709392,0.0180351,13,0.92221
0.74,0.075138,0.0175566,19,1.42762
0.73,0.0732317,0.0155822,25,1.83079
0.72,0.0671347,0.0158441,28,1.87977
0.71,0.0740122,0.0169279,22,1.62827
0.7,0.076584,0.0152841,24,1.83802
0.69,0.0604306,0.0191138,23,1.3899
0.68,0.0669557,0.0176111,21,1.40607
0.67,0.0588766,0.020898,24,1.41304
0.66,0.0567466,0.0167373,26,1.47541
0.65,0.0602937,0.0129806,21,1.26617
0.64,0.0617203,0.0160781,21,1.29613
0.63,0.062679,0.0124069,22,1.37894
0.62,0.0575715,0.0123521,23,1.32414
0.61,0.058083,0.0132657,22,1.27782
0.6,0.0512489,0.00731903,25,1.28122
0.59,0.057036,0.0125626,24,1.36886
0.58,0.060317,0.010181,22,1.32697
0.57,0.0544992,0.00937138,25,1.36248
0.56,0.0453028,0.0173129,30,1.35908
0.55,0.0430014,0.0148814,30,1.29004
0.54,0.0286083,0.00703057,39,1.11573
0.53,0.0297746,0.00986177,38,1.13143
0.52,0.0240322,0.00200332,38,0.913222
0.51,0.0240042,0.00280594,38,0.91216
0.5,0.0217755,0.00488949,40,0.871021
0.49,0.0220377,0.0052912,43,0.947622
0.48,0.0225869,0.00543013,41,0.926063
0.47,0.0230793,0.00260508,39,0.900093
0.46,0.0250097,0.00307148,38,0.950368
0.45,0.0218731,0.00534901,45,0.984289
0.44,0.0258148,0.00315079,38,0.980962
0.43,0.0270225,0.00256648,40,1.0809
0.42,0.0242316,0.00216849,37,0.896571
0.41,0.0236333,0.00310024,40,0.945333
0.4,0.0183021,0.00417493,51,0.933407
0.39,0.0141678,0.00464718,62,0.878406
0.38,0.0121831,0.0036128,75,0.913729
0.37,0.0105504,0.00306142,88,0.928437
0.36,0.00884693,0.00258558,106,0.937775
0.35,0.00818674,0.00209294,117,0.957848
0.34,0.00843483,0.00226199,114,0.961571
0.33,0.00811868,0.00235482,115,0.933649
0.32,0.00757631,0.00177603,133,1.00765
0.31,0.00607488,0.00162847,155,0.941607
0.3,0.00582738,0.00115516,163,0.949862
0.29,0.00576269,0.00143484,171,0.98542
0.28,0.00508503,0.00130633,193,0.981412
0.27,0.00482516,0.00134135,217,1.04706
0.26,0.00456319,0.00124545,218,0.994776
0.25,0.0037971,0.00113444,259,0.983449
0.24,0.00330479,0.000980453,301,0.994741
0.23,0.0028794,0.00077328,350,1.00779
0.22,0.00239746,0.00065174,392,0.939802
0.21,0.0022073,0.000558551,455,1.00432
0.2,0.00180809,0.000471289,547,0.989026
0.19,0.00156525,0.00037573,637,0.997067
0.18,0.00129041,0.000329353,769,0.992323
0.17,0.00111879,0.000286302,879,0.98342
0.16,0.000946461,0.000256278,1054,0.99757
0.15,0.000767842,0.00021658,1295,0.994356
0.14,0.000619496,0.000174482,1607,0.99553
0.13,0.000477139,0.000136035,2078,0.991494
0.12,0.000381532,0.000105692,2625,1.00152
0.11,0.000298654,8.36245e-05,3356,1.00228
0.1,0.000226211,6.16768e-05,4425,1.00099
0.09,0.000167549,4.65263e-05,5987,1.00311
0.08,0.000116652,3.18383e-05,8564,0.99901
0.07,7.76835e-05,2.10136e-05,12862,0.999166
0.06,4.94937e-05,1.34969e-05,20165,0.99804
0.05,2.84442e-05,7.86623e-06,35107,0.998591
0.04,1.45682e-05,4.00485e-06,68661,1.00026
0.03,6.17456e-06,1.69268e-06,161950,0.99997
0.02,1.82981e-06,5.01052e-07,546535,1.00006
