1,nan,0
0.99,nan,0
0.98,nan,0
0.97,0.130926,0.785554
0.96,0.131954,0.527817
0.95,nan,0
0.94,nan,0
0.93,0.124017,0.37205
0.92,nan,0
0.91,nan,0
0.9,nan,0
0.89,nan,0
0.88,nan,0
0.87,nan,0
0.86,nan,0
0.85,nan,0
0.84,nan,0
0.83,nan,0
0.82,0.124945,0.874613
0.81,0.115012,0.920095
0.8,0.11555,0.462201
0.79,0.107851,0.323554
0.78,0.103877,0.934889
0.77,nan,0
0.76,0.0648717,1.29743
0.75,0.0709392,0.92221
0.74,0.075138,1.42762
0.73,0.0732317,1.83079
0.72,0.0671347,1.87977
0.71,0.0740122,1.62827
0.7,0.076584,1.83802
0.69,0.0604306,1.3899
0.68,0.0669557,1.40607
0.67,0.0588766,1.41304
0.66,0.0567466,1.47541
0.65,0.0602937,1.26617
0.64,0.0617203,1.29613
0.63,0.062679,1.37894
0.62,0.0575715,1.32414
0.61,0.058083,1.27782
0.6,0.0512489,1.28122
0.59,0.057036,1.36886
0.58,0.060317,1.32697
0.57,0.0544992,1.36248
0.56,0.0453028,1.35908
0.55,0.0430014,1.29004
0.54,0.0286083,1.11573
0.53,0.0297746,1.13143
0.52,0.0240322,0.913222
0.51,0.0240042,0.91216
0.5,0.0217755,0.871021
0.49,0.0220377,0.947622
0.48,0.0225869,0.926063
0.47,0.0230793,0.900093
0.46,0.0250097,0.950368
0.45,0.0218731,0.984289
0.44,0.0258148,0.980962
0.43,0.0270225,1.0809
0.42,0.0242316,0.896571
0.41,0.0236333,0.945333
0.4,0.0183021,0.933407
0.39,0.0141678,0.878406
0.38,0.0121831,0.913729
0.37,0.0105504,0.928437
0.36,0.00884693,0.937775
0.35,0.00818674,0.957848
0.34,0.00843483,0.961571
0.33,0.00811868,0.933649
0.32,0.00757631,1.00765
0.31,0.00607488,0.941607
0.3,0.00582738,0.949862
0.29,0.00576269,0.98542
0.28,0.00508503,0.981412
0.27,0.00482516,1.04706
0.26,0.00456319,0.994776
0.25,0.0037971,0.983449
0.24,0.00330479,0.994741
0.23,0.0028794,1.00779
0.22,0.00239746,0.939802
0.21,0.0022073,1.00432
0.2,0.00180809,0.989026
0.19,0.00156525,0.997067
0.18,0.00129041,0.992323
0.17,0.00111879,0.98342
0.16,0.000946461,0.99757
0.15,0.000767842,0.994356
0.14,0.000619496,0.99553
0.13,0.000477139,0.991494
0.12,0.000381532,1.00152
0.11,0.000298654,1.00228
0.1,0.000226211,1.00099
0.09,0.000167549,1.00311
0.08,0.000116652,0.99901
0.07,7.76835e-05,0.999166
0.06,4.94937e-05,0.99804
0.05,2.84442e-05,0.998591
0.04,1.45682e-05,1.00026
0.03,6.17456e-06,0.99997
