0,0.0300094,6.17456e-06,199941780
1,0.029993,6.16445e-06,202738348
2,0.0300097,6.17472e-06,180684476
3,0.0299707,6.15073e-06,202847474
4,0.0299807,6.15685e-06,198537156
5,0.0299903,6.16276e-06,199608879
6,0.0300033,6.17076e-06,189836755
7,0.0300177,6.17968e-06,194541578
8,0.0300516,6.2006e-06,194659192
9,0.0300466,6.19748e-06,195375956
10,0.0300692,6.21145e-06,198226506
11,0.03008,6.21814e-06,195339856
12,0.0300571,6.20398e-06,195231274
13,0.0300415,6.19434e-06,197576973
14,0.0300441,6.19595e-06,193310793
15,0.0300393,6.19297e-06,194285842
16,0.0300388,6.19267e-06,194307966
17,0.0300388,6.19267e-06,194556435
18,0.0300388,6.19267e-06,194378073
19,0.0300388,6.19267e-06,194245697
20,0.0300388,6.19267e-06,195754908
21,0.0300388,6.19267e-06,198118282
22,0.0300388,6.19267e-06,227798494
23,0.0300388,6.19267e-06,238275007
24,0.0300388,6.19267e-06,230312342
25,0.0300388,6.19267e-06,218849220
26,0.0300388,6.19267e-06,220082797
27,0.0300388,6.19267e-06,219016144
28,0.0300388,6.19267e-06,218349074
29,0.0300388,6.19267e-06,213513268
30,0.0300388,6.19267e-06,212115587
31,0.0300388,6.19267e-06,213121635
32,0.0300388,6.19267e-06,225470085
33,0.0300388,6.19267e-06,223278718
34,0.0300388,6.19267e-06,216366043
35,0.0300388,6.19267e-06,209230532
36,0.0300388,6.19267e-06,221919520
37,0.0300388,6.19267e-06,245708761
38,0.0300388,6.19267e-06,212218992
39,0.0300388,6.19267e-06,209351484
40,0.0300388,6.19267e-06,232248139
41,0.0300388,6.19267e-06,214590229
42,0.0300388,6.19267e-06,199402862
43,0.0300388,6.19267e-06,233782306
44,0.0300388,6.19267e-06,216837630
45,0.0300388,6.19267e-06,209772153
46,0.0300388,6.19267e-06,235681171
47,0.0300388,6.19267e-06,204893311
48,0.0300388,6.19267e-06,234127422
49,0.0300388,6.19267e-06,219165936
50,0.0300388,6.19267e-06,216550956
51,0.0300388,6.19267e-06,264302036
