0,0.0698528,7.76835e-05
1,0.0700256,7.82607e-05
2,0.0700115,7.82136e-05
3,0.0701957,7.8832e-05
4,0.070095,7.84934e-05
5,0.070075,7.84264e-05
6,0.0700098,7.8208e-05
7,0.0702976,7.91756e-05
8,0.0703627,7.93954e-05
9,0.0703654,7.94046e-05
10,0.0703787,7.94496e-05
11,0.0703025,7.9192e-05
12,0.0702433,7.89924e-05
13,0.0702131,7.88905e-05
14,0.0701749,7.87621e-05
15,0.0702856,7.91349e-05
16,0.0702102,7.88809e-05
17,0.0700556,7.83613e-05
18,0.0702522,7.90222e-05
19,0.0701923,7.88206e-05
20,0.070295,7.91667e-05
21,0.0702643,7.90631e-05
22,0.070488,7.98199e-05
23,0.0706944,8.05225e-05
24,0.070638,8.03303e-05
25,0.0705673,8.00893e-05
26,0.0706723,8.04471e-05
27,0.0707201,8.06102e-05
28,0.0708144,8.0933e-05
29,0.0709649,8.14496e-05
30,0.070959,8.14293e-05
31,0.0710338,8.16867e-05
32,0.0709845,8.1517e-05
33,0.0711093,8.19471e-05
34,0.0709944,8.1551e-05
35,0.0710549,8.17594e-05
36,0.0712591,8.24656e-05
37,0.0712961,8.25941e-05
38,0.0713799,8.28852e-05
39,0.0711308,8.20213e-05
40,0.0711705,8.21588e-05
41,0.0713957,8.29402e-05
42,0.0713777,8.28776e-05
43,0.0712481,8.24273e-05
44,0.071402,8.29621e-05
45,0.0712242,8.23448e-05
46,0.0715059,8.33245e-05
