0,0.0350478,9.83035e-06,141347466
1,0.0350836,9.86047e-06,116632495
2,0.0351025,9.87637e-06,149674354
3,0.0351747,9.93738e-06,143892804
4,0.0351834,9.94473e-06,111841572
5,0.0351816,9.94323e-06,135991520
6,0.0351894,9.94982e-06,147401753
7,0.0352216,9.97711e-06,112099340
8,0.0352363,9.9896e-06,132051674
9,0.0352387,9.99162e-06,145633353
10,0.0352597,1.00095e-05,116762408
11,0.0353117,1.00538e-05,127151911
12,0.0353524,1.00885e-05,139750154
13,0.0353268,1.00666e-05,127698723
14,0.0353752,1.01081e-05,116719757
15,0.0353957,1.01256e-05,136088011
16,0.0353971,1.01268e-05,145639728
17,0.0353749,1.01078e-05,109771360
18,0.0353957,1.01256e-05,128532815
19,0.0353971,1.01268e-05,140146528
20,0.0353749,1.01078e-05,126685952
21,0.0353957,1.01256e-05,114417368
22,0.0353971,1.01268e-05,135566873
23,0.0353749,1.01078e-05,146050153
24,0.0353957,1.01256e-05,114549319
25,0.0353971,1.01268e-05,122926141
26,0.0353749,1.01078e-05,137932480
27,0.0353957,1.01256e-05,144722044
28,0.0353971,1.01268e-05,110356056
29,0.0353749,1.01078e-05,126128997
30,0.0353957,1.01256e-05,138757320
31,0.0353971,1.01268e-05,140155618
32,0.0353749,1.01078e-05,109341279
33,0.0353957,1.01256e-05,128114684
34,0.0353971,1.01268e-05,139489587
35,0.0353749,1.01078e-05,138892798
36,0.0353957,1.01256e-05,110527981
37,0.0353971,1.01268e-05,126717473
38,0.0353749,1.01078e-05,137787442
39,0.0353957,1.01256e-05,145246355
40,0.0353971,1.01268e-05,109231092
41,0.0353749,1.01078e-05,123758981
42,0.0353957,1.01256e-05,137951600
43,0.0353971,1.01268e-05,147808114
44,0.0353749,1.01078e-05,115596992
45,0.0353957,1.01256e-05,116672558
46,0.0353971,1.01268e-05,136382262
47,0.0353749,1.01078e-05,142119236
48,0.0353957,1.01256e-05,130230705
49,0.0353971,1.01268e-05,110268258
50,0.0353749,1.01078e-05,129177830
51,0.0353957,1.01256e-05,139480380
52,0.0353971,1.01268e-05,147981677
53,0.0353749,1.01078e-05,110538952
54,0.0353957,1.01256e-05,118499547
55,0.0353971,1.01268e-05,137331504
56,0.0353749,1.01078e-05,143172955
57,0.0353957,1.01256e-05,133946897
58,0.0353971,1.01268e-05,110211455
59,0.0353749,1.01078e-05,127073587
60,0.0353957,1.01256e-05,138776116
61,0.0353971,1.01268e-05,149152917
62,0.0353749,1.01078e-05,122328901
63,0.0353957,1.01256e-05,111729773
64,0.0353971,1.01268e-05,129751539
65,0.0353749,1.01078e-05,139085480
66,0.0353957,1.01256e-05,149457767
67,0.0353971,1.01268e-05,117429565
68,0.0353749,1.01078e-05,111671573
69,0.0353957,1.01256e-05,131347782
70,0.0353971,1.01268e-05,139414719
71,0.0353749,1.01078e-05,149206749
72,0.0353957,1.01256e-05,118910088
73,0.0353971,1.01268e-05,110783740
74,0.0353749,1.01078e-05,129069138
75,0.0353957,1.01256e-05,139002998
76,0.0353971,1.01268e-05,149709454
77,0.0353749,1.01078e-05,124354624
78,0.0353957,1.01256e-05,110111624
79,0.0353971,1.01268e-05,126351727
80,0.0353749,1.01078e-05,137455398
81,0.0353957,1.01256e-05,144059691
82,0.0353971,1.01268e-05,137026796
83,0.0353749,1.01078e-05,108207512
84,0.0353957,1.01256e-05,117412881
85,0.0353971,1.01268e-05,135925981
86,0.0353749,1.01078e-05,140257921
87,0.0353957,1.01256e-05,152604773
88,0.0353971,1.01268e-05,117686597
89,0.0353749,1.01078e-05,111651664
90,0.0353957,1.01256e-05,128187058
91,0.0353971,1.01268e-05,138703285
92,0.0353749,1.01078e-05,143351093
93,0.0353957,1.01256e-05,141307282
94,0.0353971,1.01268e-05,108541677
95,0.0353749,1.01078e-05,112532651
96,0.0353957,1.01256e-05,133654727
97,0.0353971,1.01268e-05,139002719
98,0.0353749,1.01078e-05,148150515
99,0.0353957,1.01256e-05,138204494
