1,0.201481,3.42518
0.99,0.306824,5.52284
0.98,0.306809,3.06809
0.97,0.172992,4.15181
0.96,0.167115,4.345
0.95,0.243148,5.83556
0.94,0.221569,5.31765
0.93,0.175534,4.21282
0.92,0.210591,5.05418
0.91,0.210391,5.04939
0.9,0.200831,4.81995
0.89,0.200921,4.82211
0.88,0.191192,4.58862
0.87,0.180671,4.33611
0.86,0.19206,4.60944
0.85,0.181493,4.35584
0.84,0.199984,4.79962
0.83,0.181906,4.36574
0.82,0.12673,3.42172
0.81,0.146584,4.39752
0.8,0.145171,4.06477
0.79,0.139307,4.03992
0.78,0.129721,4.02136
0.77,0.139779,4.47294
0.76,0.0919672,4.41443
0.75,0.106811,4.37926
0.74,0.0852965,3.83834
0.73,0.0805134,3.30105
0.72,0.0782011,3.44085
0.71,0.0830552,3.40526
0.7,0.0842962,3.20326
0.69,0.0694506,3.26418
0.68,0.0665431,3.92605
0.67,0.0632253,3.60384
0.66,0.0590984,3.48681
0.65,0.0590446,3.48363
0.64,0.0592241,3.49422
0.63,0.0572961,3.60966
0.62,0.0550883,3.3053
0.61,0.0503201,3.27081
0.6,0.0518745,2.95685
0.59,0.0521103,3.28295
0.58,0.0566611,3.45633
0.57,0.049772,3.43427
0.56,0.0415501,3.78106
0.55,0.0404614,3.64153
0.54,0.0264316,4.04403
0.53,0.0277608,4.33068
0.52,0.0231897,4.54519
0.51,0.0235923,4.62409
0.5,0.0224505,4.55744
0.49,0.0233954,4.5387
0.48,0.0225157,4.41307
0.47,0.0228219,4.45028
0.46,0.0232318,4.59989
0.45,0.0210368,4.37565
0.44,0.0223712,4.63084
0.43,0.0218824,4.61718
0.42,0.0209186,4.56025
0.41,0.0195116,4.42914
0.4,0.0172223,4.51224
0.39,0.014768,4.45993
0.38,0.0127722,4.29146
0.37,0.0106193,4.20523
0.36,0.00991036,4.22181
0.35,0.00864139,4.32934
0.34,0.00835744,4.20379
0.33,0.00802516,4.23729
0.32,0.0073559,4.22964
0.31,0.00633722,4.15722
0.3,0.00622487,4.22668
0.29,0.00578451,4.15906
0.28,0.00508967,4.14299
0.27,0.00458723,4.19272
0.26,0.00420007,4.12867
0.25,0.00368728,4.15557
0.24,0.00325321,4.2552
0.23,0.00289305,4.21517
0.22,0.00245605,4.18756
0.21,0.00210919,4.14245
0.2,0.00181204,4.16407
0.19,0.00154942,4.16018
0.18,0.00131919,4.16599
0.17,0.0011273,4.14619
0.16,0.000945312,4.16977
0.15,0.000791646,4.19177
0.14,0.000630244,4.18482
0.13,0.000491022,4.18351
0.12,0.000391137,4.18751
0.11,0.000302721,4.18179
0.1,0.000227631,4.18705
0.09,0.000167061,4.18888
0.08,0.000117137,4.19173
0.07,7.7942e-05,4.18556
0.06,4.94755e-05,4.18948
0.05,2.85727e-05,4.18721
0.04,1.46132e-05,4.18859
0.03,6.17192e-06,4.18859
0.02,1.82835e-06,4.18881
